threads,tiempo-carga,tiempo-maximo
1,6.37259,0.000853395
2,6.38677,0.000378627
3,3.79705,0.000309159
4,3.46533,0.00025829
5,3.45635,0.000382731
6,3.45516,0.00037091
7,3.42214,0.00036706
8,3.4636,0.0004246
9,3.50329,0.000450853
10,3.40699,0.00049146
11,3.46099,0.000647791
12,3.46386,0.000592611
13,3.44385,0.000806897
14,3.43302,0.000688121
15,3.45901,0.00100687
16,3.4238,0.00114461
17,5.56697,0.00094621
18,7.66045,0.000987955
19,7.73929,0.000923335
20,7.62551,0.000830324
