threads,tiempo-carga,tiempo-maximo
1,6.43419,0.000842302
2,6.42936,0.000399068
3,3.55388,0.000290825
4,3.51376,0.000250282
5,3.62837,0.000408014
6,3.49764,0.000401947
7,3.53306,0.000395528
8,3.43691,0.000444641
9,3.51139,0.000420683
10,3.51999,0.000425658
11,3.551,0.000608043
12,3.45616,0.00059457
13,3.54695,0.000905599
14,3.48384,0.000883129
15,3.52086,0.000625578
16,3.50112,0.000820809
17,3.43718,0.00079884
18,3.54418,0.000702498
19,3.45816,0.00100372
20,3.527,0.000756929
